Date;Price;Open;High;Low;Vol.;Change %
11/02/2011;4,270.96;4,327.25;4,327.25;4,209.30;;-1.30%
10/28/2011;4,327.25;4,316.82;4,335.64;4,260.03;;0.24%
10/27/2011;4,316.82;4,167.31;4,320.77;4,167.31;;3.59%
10/26/2011;4,167.31;4,139.38;4,180.60;4,129.41;;0.67%
10/25/2011;4,139.38;4,197.90;4,202.84;4,120.15;;-1.39%
10/24/2011;4,197.90;4,127.63;4,201.06;4,129.64;;1.70%
10/21/2011;4,127.63;4,075.21;4,130.88;4,075.21;;1.29%
10/20/2011;4,075.21;4,088.99;4,094.94;4,062.94;;-0.34%
10/19/2011;4,088.99;4,052.39;4,096.53;4,052.39;;0.90%
10/18/2011;4,052.39;4,008.43;4,056.12;3,976.26;;1.10%
10/17/2011;4,008.43;4,003.64;4,011.50;3,984.41;;0.12%
10/14/2011;4,003.64;4,016.46;4,068.41;3,999.74;;-0.32%
10/13/2011;4,016.46;4,005.89;4,019.88;3,951.22;;0.26%
10/12/2011;4,005.89;3,940.00;4,013.41;3,940.00;;1.67%
10/11/2011;3,940.00;3,865.74;3,956.87;3,865.74;;1.92%
10/07/2011;3,865.74;3,889.01;3,952.31;3,825.72;;-0.60%
10/06/2011;3,889.01;3,698.75;3,896.55;3,698.75;;5.14%
10/05/2011;3,698.75;3,606.31;3,745.03;3,606.31;;2.56%
10/04/2011;3,606.31;3,763.91;3,763.91;3,600.42;;-4.19%
10/03/2011;3,763.91;3,888.59;3,888.59;3,757.49;;-3.21%
09/30/2011;3,888.59;3,901.13;3,901.13;3,839.22;;-0.32%
09/29/2011;3,901.13;3,901.40;3,965.52;3,895.65;;-0.01%
09/28/2011;3,901.40;3,925.55;3,928.30;3,892.70;;-0.62%
09/27/2011;3,925.55;3,812.27;3,935.37;3,812.27;;2.97%
09/26/2011;3,812.27;3,772.14;3,849.43;3,772.29;;1.06%
09/23/2011;3,772.14;3,824.37;3,848.14;3,751.35;;-1.37%
09/22/2011;3,824.37;4,045.57;4,045.57;3,809.87;;-5.47%
09/21/2011;4,045.57;4,105.61;4,109.16;4,038.10;;-1.46%
09/20/2011;4,105.61;4,057.54;4,114.32;4,035.13;;1.18%
09/16/2011;4,057.54;4,073.22;4,077.05;4,055.07;;-0.38%
09/15/2011;4,073.22;4,052.75;4,079.88;4,052.89;;0.51%
09/14/2011;4,052.75;4,031.33;4,071.57;4,027.76;;0.53%
09/13/2011;4,031.33;4,010.99;4,061.10;4,006.50;;0.51%
09/12/2011;4,010.99;4,106.37;4,108.38;3,997.43;;-2.32%
09/09/2011;4,106.37;4,198.38;4,201.00;4,101.50;;-2.19%
09/08/2011;4,198.38;4,214.00;4,220.43;4,183.01;;-0.37%
09/07/2011;4,214.00;4,111.48;4,217.53;4,111.48;;2.49%
09/06/2011;4,111.48;4,107.81;4,118.24;4,063.87;;0.09%
09/05/2011;4,107.81;4,250.72;4,250.72;4,099.27;;-3.36%
09/02/2011;4,250.72;4,308.13;4,317.97;4,246.72;;-1.33%
09/01/2011;4,308.13;4,288.32;4,320.75;4,276.11;;0.46%
08/31/2011;4,288.32;4,261.41;4,310.18;4,261.41;;0.63%
08/30/2011;4,261.41;4,214.63;4,265.76;4,194.32;;1.11%
08/29/2011;4,214.63;4,120.84;4,218.75;4,120.84;;2.28%
08/26/2011;4,120.84;4,113.44;4,126.00;4,050.60;;0.18%
08/25/2011;4,113.44;4,158.68;4,169.27;4,096.21;;-1.09%
08/24/2011;4,158.68;4,162.52;4,211.26;4,146.20;;-0.09%
08/23/2011;4,162.52;4,112.89;4,170.17;4,111.07;;1.21%
08/22/2011;4,112.89;4,129.71;4,177.93;4,108.83;;-0.41%
08/19/2011;4,129.71;4,149.30;4,162.44;4,105.99;;-0.47%
08/18/2011;4,149.30;4,229.26;4,229.26;4,114.42;;-1.89%
08/17/2011;4,229.26;4,215.44;4,254.32;4,191.30;;0.33%
08/16/2011;4,215.44;4,250.69;4,267.64;4,190.18;;-0.83%
08/12/2011;4,250.69;4,213.01;4,292.42;4,213.01;;0.89%
08/11/2011;4,213.01;4,104.19;4,231.18;4,104.19;;2.65%
08/10/2011;4,104.19;4,005.39;4,119.22;3,962.59;;2.47%
08/09/2011;4,005.39;3,784.65;4,033.82;3,784.65;;5.83%
08/08/2011;3,784.65;4,066.09;4,066.70;3,766.07;;-6.92%
08/05/2011;4,066.09;4,142.38;4,188.77;4,004.14;;-1.84%
08/04/2011;4,142.38;4,312.44;4,312.44;4,104.24;;-3.94%
08/03/2011;4,312.44;4,391.46;4,402.86;4,270.79;;-1.80%
08/02/2011;4,391.46;4,486.39;4,491.01;4,388.45;;-2.12%
08/01/2011;4,486.39;4,425.98;4,501.48;4,425.98;;1.36%
07/29/2011;4,425.98;4,434.68;4,435.96;4,392.18;;-0.20%
07/28/2011;4,434.68;4,413.54;4,466.26;4,410.55;;0.48%
07/27/2011;4,413.54;4,525.30;4,525.30;4,411.90;;-2.47%
07/26/2011;4,525.30;4,620.54;4,620.54;4,514.11;;-2.06%
07/25/2011;4,620.54;4,627.80;4,627.80;4,595.52;;-0.16%
07/22/2011;4,627.80;4,618.03;4,657.80;4,618.03;;0.21%
07/21/2011;4,618.03;4,604.43;4,640.87;4,591.69;;0.30%
07/20/2011;4,604.43;4,662.09;4,669.37;4,601.06;;-1.24%
07/19/2011;4,662.09;4,670.93;4,710.14;4,645.83;;-0.19%
07/18/2011;4,670.93;4,724.80;4,726.57;4,665.66;;-1.14%
07/15/2011;4,724.80;4,698.15;4,729.77;4,693.20;;0.57%
07/14/2011;4,698.15;4,724.47;4,732.09;4,689.85;;-0.56%
07/13/2011;4,724.47;4,725.55;4,766.87;4,718.56;;-0.02%
07/12/2011;4,725.55;4,756.13;4,756.13;4,721.39;;-0.64%
07/11/2011;4,756.13;4,769.39;4,769.39;4,714.76;;-0.28%
07/08/2011;4,769.39;4,776.59;4,776.59;4,733.54;;-0.15%
07/07/2011;4,776.59;4,777.69;4,808.57;4,758.66;;-0.02%
07/06/2011;4,777.69;4,808.53;4,811.81;4,771.78;;-0.64%
07/05/2011;4,808.53;4,772.54;4,811.76;4,772.54;;0.75%
07/04/2011;4,772.54;4,798.12;4,799.06;4,770.56;;-0.53%
07/01/2011;4,798.12;4,795.28;4,802.44;4,764.79;;0.06%
06/30/2011;4,795.28;4,771.44;4,800.47;4,762.16;;0.50%
06/29/2011;4,771.44;4,762.71;4,801.66;4,759.81;;0.18%
06/28/2011;4,762.71;4,696.35;4,767.87;4,696.35;;1.41%
06/24/2011;4,696.35;4,694.88;4,717.39;4,691.84;;0.03%
06/23/2011;4,694.88;4,711.09;4,712.05;4,660.44;;-0.34%
06/22/2011;4,711.09;4,697.85;4,737.62;4,697.85;;0.28%
06/21/2011;4,697.85;4,630.57;4,707.48;4,630.57;;1.45%
06/20/2011;4,630.57;4,623.51;4,652.67;4,578.53;;0.15%
06/17/2011;4,623.51;4,530.70;4,632.03;4,530.70;;2.05%
06/16/2011;4,530.70;4,572.09;4,574.06;4,525.82;;-0.91%
06/15/2011;4,572.09;4,646.13;4,649.73;4,540.18;;-1.59%
06/14/2011;4,646.13;4,663.35;4,700.87;4,643.74;;-0.37%
06/13/2011;4,663.35;4,737.51;4,737.51;4,659.36;;-1.57%
06/10/2011;4,737.51;4,762.44;4,762.44;4,719.71;;-0.52%
06/09/2011;4,762.44;4,819.39;4,837.97;4,758.66;;-1.18%
06/08/2011;4,819.39;4,815.40;4,822.83;4,789.54;;0.08%
06/07/2011;4,815.40;4,811.50;4,843.56;4,811.50;;0.08%
06/06/2011;4,811.50;4,877.85;4,877.85;4,811.50;;-1.36%
06/03/2011;4,877.85;4,870.58;4,882.20;4,842.96;;0.15%
06/02/2011;4,870.58;4,848.22;4,877.35;4,835.02;;0.46%
06/01/2011;4,848.22;4,847.87;4,856.45;4,823.35;;0.01%
05/31/2011;4,847.87;4,845.32;4,873.87;4,838.23;;0.05%
05/30/2011;4,845.32;4,841.65;4,853.83;4,831.75;;0.08%
05/27/2011;4,841.65;4,839.87;4,869.96;4,514.68;;0.04%
05/26/2011;4,839.87;4,800.82;4,846.68;4,800.82;;0.81%
05/25/2011;4,800.82;4,790.38;4,810.96;4,789.28;;0.22%
05/24/2011;4,790.38;4,798.29;4,822.26;4,781.14;;-0.16%
05/23/2011;4,798.29;4,818.96;4,818.96;4,777.32;;-0.43%
05/20/2011;4,818.96;4,816.49;4,834.21;4,805.43;;0.05%
05/19/2011;4,816.49;4,865.86;4,883.13;4,815.37;;-1.01%
05/18/2011;4,865.86;4,852.96;4,884.92;4,858.97;;0.27%
05/17/2011;4,852.96;4,855.01;4,860.53;4,834.51;;-0.04%
05/16/2011;4,855.01;4,851.01;4,863.68;4,844.01;;0.08%
05/13/2011;4,851.01;4,863.81;4,865.26;4,834.52;;-0.26%
05/12/2011;4,863.81;4,848.90;4,866.46;4,809.12;;0.31%
05/11/2011;4,848.90;4,857.58;4,867.54;4,826.02;;-0.18%
05/10/2011;4,857.58;4,821.66;4,860.37;4,821.66;;0.74%
05/09/2011;4,821.66;4,813.64;4,859.58;4,814.00;;0.17%
05/06/2011;4,813.64;4,788.84;4,822.91;4,786.92;;0.52%
05/05/2011;4,788.84;4,758.66;4,796.40;4,744.57;;0.63%
05/04/2011;4,758.66;4,810.00;4,812.91;4,584.49;;-1.07%
05/03/2011;4,810.00;4,826.07;4,826.07;4,804.43;;-0.33%
05/02/2011;4,826.07;4,822.50;4,836.28;4,812.30;;0.07%
04/29/2011;4,822.50;4,757.99;4,825.11;4,755.91;;1.36%
04/28/2011;4,757.99;4,754.91;4,761.00;4,725.47;;0.06%
04/27/2011;4,754.91;4,767.26;4,786.70;4,743.61;;-0.26%
04/26/2011;4,767.26;4,752.20;4,772.45;4,738.09;;0.32%
04/25/2011;4,752.20;4,738.66;4,755.48;4,730.74;;0.29%
04/21/2011;4,738.66;4,718.52;4,741.76;4,719.63;;0.43%
04/20/2011;4,718.52;4,675.60;4,730.47;4,686.24;;0.92%
04/19/2011;4,675.60;4,643.95;4,677.27;4,643.95;;0.68%
04/18/2011;4,643.95;4,669.88;4,671.14;4,610.05;;-0.56%
04/15/2011;4,669.88;4,656.13;4,676.86;4,656.13;;0.30%
04/14/2011;4,656.13;4,645.17;4,658.88;4,618.14;;0.24%
04/13/2011;4,645.17;4,616.79;4,667.03;4,617.00;;0.61%
04/12/2011;4,616.79;4,694.00;4,694.00;4,610.83;;-1.64%
04/11/2011;4,694.00;4,712.97;4,751.97;4,681.33;;-0.40%
04/08/2011;4,712.97;4,741.31;4,751.97;4,704.71;;-0.60%
04/07/2011;4,741.31;4,781.66;4,793.27;4,725.46;;-0.84%
04/06/2011;4,781.66;4,765.23;4,818.85;4,765.23;;0.34%
04/05/2011;4,765.23;4,738.81;4,771.73;4,723.48;;0.56%
04/04/2011;4,738.81;4,712.85;4,739.54;4,712.85;;0.55%
04/01/2011;4,712.85;4,624.47;4,717.45;4,624.47;;1.91%
03/31/2011;4,624.47;4,594.19;4,633.47;4,594.19;;0.66%
03/30/2011;4,594.19;4,557.90;4,598.04;4,557.90;;0.80%
03/29/2011;4,557.90;4,593.40;4,599.46;4,546.31;;-0.77%
03/28/2011;4,593.40;4,588.55;4,601.65;4,564.44;;0.11%
03/25/2011;4,588.55;4,596.71;4,623.29;4,548.76;;-0.18%
03/24/2011;4,596.71;4,555.37;4,602.54;4,555.37;;0.91%
03/23/2011;4,555.37;4,510.31;4,583.00;4,510.31;;1.00%
03/22/2011;4,510.31;4,436.32;4,514.70;4,436.32;;1.67%
03/21/2011;4,436.32;4,313.64;4,444.03;4,313.64;;2.84%
03/18/2011;4,313.64;4,329.20;4,346.97;4,288.10;;-0.36%
03/17/2011;4,329.20;4,334.65;4,376.40;4,321.43;;-0.13%
03/16/2011;4,334.65;4,363.89;4,391.74;4,294.19;;-0.67%
03/15/2011;4,363.89;4,325.12;4,372.49;4,223.46;;0.90%
03/14/2011;4,325.12;4,324.28;4,346.50;4,288.22;;0.02%
03/11/2011;4,324.28;4,371.23;4,371.23;4,317.14;;-1.07%
03/10/2011;4,371.23;4,448.08;4,448.08;4,366.78;;-1.73%
03/09/2011;4,448.08;4,482.68;4,498.38;4,445.74;;-0.77%
03/08/2011;4,482.68;4,487.68;4,509.06;4,477.30;;-0.11%
03/07/2011;4,487.68;4,527.47;4,534.60;4,477.18;;-0.88%
03/04/2011;4,527.47;4,515.96;4,566.88;4,515.96;;0.25%
03/03/2011;4,515.96;4,418.72;4,526.40;4,418.72;;2.20%
03/02/2011;4,418.72;4,400.67;4,422.75;4,384.31;;0.41%
03/01/2011;4,400.67;4,444.57;4,470.77;4,398.11;;-0.99%
02/28/2011;4,444.57;4,373.90;4,452.45;4,373.90;;1.62%
02/25/2011;4,373.90;4,302.76;4,391.78;4,302.76;;1.65%
02/24/2011;4,302.76;4,284.85;4,311.29;4,215.91;;0.42%
02/23/2011;4,284.85;4,359.65;4,376.90;4,281.87;;-1.72%
02/22/2011;4,359.65;4,417.44;4,417.44;4,357.60;;-1.31%
02/21/2011;4,417.44;4,445.98;4,459.98;4,415.86;;-0.64%
02/18/2011;4,445.98;4,478.08;4,484.90;4,442.85;;-0.72%
02/17/2011;4,478.08;4,536.75;4,556.07;4,473.45;;-1.29%
02/16/2011;4,536.75;4,572.34;4,609.18;4,533.85;;-0.78%
02/15/2011;4,572.34;4,608.24;4,645.77;4,559.79;;-0.78%
02/14/2011;4,608.24;4,578.14;4,635.09;4,578.14;;0.66%
02/11/2011;4,578.14;4,464.02;4,593.88;4,464.02;;2.56%
02/10/2011;4,464.02;4,431.69;4,490.27;4,370.83;;0.73%
02/09/2011;4,431.69;4,544.24;4,561.44;4,426.58;;-2.48%
02/08/2011;4,544.24;4,590.66;4,609.83;4,537.52;;-1.01%
02/07/2011;4,590.66;4,610.28;4,630.72;4,589.19;;-0.43%
02/04/2011;4,610.28;4,566.94;4,622.98;4,527.03;;0.95%
02/03/2011;4,566.94;4,632.06;4,634.18;4,548.36;;-1.41%
02/02/2011;4,632.06;4,706.54;4,721.83;4,626.14;;-1.58%
02/01/2011;4,706.54;4,673.07;4,737.84;4,669.56;;0.72%
01/31/2011;4,673.07;4,672.33;4,689.91;4,634.90;;0.02%
01/28/2011;4,672.33;4,766.10;4,784.15;4,646.99;;-1.97%
01/27/2011;4,766.10;4,838.53;4,848.90;4,753.77;;-1.50%
01/26/2011;4,838.53;4,830.83;4,862.00;4,830.83;;0.16%
01/25/2011;4,830.83;4,882.97;4,885.19;4,819.02;;-1.07%
01/24/2011;4,882.97;4,875.66;4,895.10;4,864.29;;0.15%
01/21/2011;4,875.66;4,870.84;4,891.23;4,870.42;;0.10%
01/20/2011;4,870.84;4,901.86;4,904.72;4,837.28;;-0.63%
01/19/2011;4,901.86;4,929.79;4,957.25;4,896.95;;-0.57%
01/18/2011;4,929.79;4,934.24;4,956.34;4,924.83;;-0.09%
01/17/2011;4,934.24;4,931.41;4,942.02;4,914.49;;0.06%
01/14/2011;4,931.41;4,939.11;4,951.08;4,922.87;;-0.16%
01/13/2011;4,939.11;4,878.42;4,953.78;4,878.42;;1.24%
01/12/2011;4,878.42;4,829.94;4,883.75;4,829.94;;1.00%
01/11/2011;4,829.94;4,863.31;4,907.39;4,827.15;;-0.69%
01/10/2011;4,863.31;4,947.04;4,958.58;4,863.31;;-1.69%
01/07/2011;4,947.04;4,996.75;5,022.94;4,940.88;;-0.99%
01/06/2011;4,996.75;5,040.97;5,048.13;4,995.23;;-0.88%
01/05/2011;5,040.97;5,024.65;5,044.66;5,001.37;;0.32%
01/04/2011;5,024.65;4,967.51;5,033.21;4,967.51;;1.15%
01/03/2011;4,967.51;4,927.53;4,971.75;4,927.53;;0.81%
12/30/2010;4,927.53;4,888.10;4,929.74;4,884.06;;0.81%
12/29/2010;4,888.10;4,835.22;4,889.56;4,835.22;;1.09%
12/28/2010;4,835.22;4,840.56;4,862.74;4,824.11;;-0.11%
12/27/2010;4,840.56;4,895.59;4,913.18;4,834.62;;-1.12%
12/24/2010;4,895.59;4,884.09;4,901.95;4,879.11;;0.24%
12/23/2010;4,884.09;4,885.83;4,897.73;4,874.84;;-0.04%
12/22/2010;4,885.83;4,950.94;4,961.99;4,858.43;;-1.32%
12/21/2010;4,950.94;4,992.94;4,996.29;4,945.88;;-0.84%
12/20/2010;4,992.94;5,006.59;5,020.38;4,982.30;;-0.27%
12/17/2010;5,006.59;5,003.08;5,014.99;4,984.88;;0.07%
12/16/2010;5,003.08;4,996.85;5,006.71;4,977.65;;0.12%
12/15/2010;4,996.85;4,967.67;4,999.39;4,967.67;;0.59%
12/14/2010;4,967.67;4,945.18;4,973.90;4,944.30;;0.45%
12/13/2010;4,945.18;4,945.74;4,958.39;4,938.74;;-0.01%
12/10/2010;4,945.74;4,964.05;4,975.18;4,937.45;;-0.37%
12/09/2010;4,964.05;4,989.05;4,996.66;4,954.81;;-0.50%
12/07/2010;4,989.05;4,963.15;4,992.53;4,964.46;;0.52%
12/06/2010;4,963.15;4,970.02;4,977.03;4,950.10;;-0.14%
12/03/2010;4,970.02;4,978.28;4,982.28;4,953.11;;-0.17%
12/02/2010;4,978.28;4,956.79;4,983.73;4,956.79;;0.43%
12/01/2010;4,956.79;4,956.95;4,998.74;4,951.00;;0.00%
11/30/2010;4,956.95;4,973.58;4,976.61;4,941.35;;-0.33%
11/29/2010;4,973.58;4,974.77;4,983.50;4,946.30;;-0.02%
11/26/2010;4,974.77;4,988.63;4,988.63;4,955.61;;-0.28%
11/25/2010;4,988.63;5,003.85;5,009.37;4,986.00;;-0.30%
11/24/2010;5,003.85;4,951.73;5,008.21;4,951.73;;1.05%
11/23/2010;4,951.73;4,988.08;4,988.08;4,932.39;;-0.73%
11/22/2010;4,988.08;4,965.17;4,992.48;4,959.62;;0.46%
11/19/2010;4,965.17;4,931.35;4,973.02;4,923.34;;0.69%
11/18/2010;4,931.35;4,900.62;4,942.40;4,900.62;;0.63%
11/17/2010;4,900.62;4,885.13;4,909.58;4,870.18;;0.32%
11/16/2010;4,885.13;4,955.97;4,955.97;4,872.81;;-1.43%
11/15/2010;4,955.97;4,977.95;4,986.28;4,947.62;;-0.44%
11/12/2010;4,977.95;5,013.97;5,014.47;4,963.04;;-0.72%
11/11/2010;5,013.97;5,026.28;5,033.09;5,001.19;;-0.24%
11/10/2010;5,026.28;5,024.90;5,035.68;4,990.71;;0.03%
11/09/2010;5,024.90;5,003.16;5,047.00;4,999.07;;0.43%
11/08/2010;5,003.16;4,958.44;5,007.44;4,933.39;;0.90%
11/05/2010;4,958.44;4,973.03;4,985.88;4,949.39;;-0.29%
11/04/2010;4,973.03;4,977.13;5,013.69;4,966.36;;-0.08%
11/03/2010;4,977.13;4,986.74;5,027.60;4,952.85;;-0.19%
11/02/2010;4,986.74;4,912.53;4,988.81;4,912.53;;1.51%
10/29/2010;4,912.53;4,885.94;4,920.37;4,885.39;;0.54%
10/28/2010;4,885.94;4,877.61;4,905.52;4,877.28;;0.17%
10/27/2010;4,877.61;4,834.57;4,882.18;4,826.66;;0.89%
10/26/2010;4,834.57;4,808.75;4,837.10;4,792.51;;0.54%
10/25/2010;4,808.75;4,793.37;4,812.70;4,786.32;;0.32%
10/22/2010;4,793.37;4,786.83;4,798.31;4,772.93;;0.14%
10/21/2010;4,786.83;4,767.13;4,804.24;4,767.13;;0.41%
10/20/2010;4,767.13;4,765.01;4,782.58;4,759.76;;0.04%
10/19/2010;4,765.01;4,747.40;4,770.76;4,728.50;;0.37%
10/18/2010;4,747.40;4,735.06;4,760.34;4,733.19;;0.26%
10/15/2010;4,735.06;4,771.09;4,784.91;4,731.76;;-0.76%
10/14/2010;4,771.09;4,794.11;4,801.08;4,757.37;;-0.48%
10/13/2010;4,794.11;4,666.77;4,794.11;4,666.77;;2.73%
10/12/2010;4,666.77;4,699.18;4,701.72;4,665.55;;-0.69%
10/08/2010;4,699.18;4,702.07;4,707.05;4,674.11;;-0.06%
10/07/2010;4,702.07;4,758.42;4,768.07;4,691.43;;-1.18%
10/06/2010;4,758.42;4,773.12;4,780.79;4,742.90;;-0.31%
10/05/2010;4,773.12;4,787.08;4,803.72;4,763.47;;-0.29%
10/04/2010;4,787.08;4,802.93;4,823.54;4,773.51;;-0.33%
10/01/2010;4,802.93;4,795.38;4,813.06;4,786.19;;0.16%
09/30/2010;4,795.38;4,782.83;4,805.07;4,738.31;;0.26%
09/29/2010;4,782.83;4,804.62;4,806.13;4,772.45;;-0.45%
09/28/2010;4,804.62;4,777.40;4,805.84;4,758.22;;0.57%
09/27/2010;4,777.40;4,730.20;4,784.51;4,730.95;;1.00%
09/24/2010;4,730.20;4,730.86;4,762.10;4,705.50;;-0.01%
09/23/2010;4,730.86;4,772.29;4,772.29;4,726.69;;-0.87%
09/22/2010;4,772.29;4,818.27;4,819.34;4,767.41;;-0.95%
09/21/2010;4,818.27;4,813.52;4,849.17;4,794.67;;0.10%
09/16/2010;4,813.52;4,821.90;4,838.20;4,807.29;;-0.17%
09/15/2010;4,821.90;4,800.83;4,831.23;4,790.20;;0.44%
09/14/2010;4,800.83;4,760.88;4,803.02;4,746.22;;0.84%
09/13/2010;4,760.88;4,710.86;4,763.51;4,710.21;;1.06%
09/10/2010;4,710.86;4,698.10;4,713.39;4,694.75;;0.27%
09/09/2010;4,698.10;4,664.07;4,703.27;4,664.07;;0.73%
09/08/2010;4,664.07;4,604.19;4,669.55;4,604.19;;1.30%
09/07/2010;4,604.19;4,634.10;4,640.83;4,591.63;;-0.65%
09/06/2010;4,634.10;4,628.12;4,766.84;4,620.51;;0.13%
09/03/2010;4,628.12;4,597.60;4,634.28;4,598.51;;0.66%
09/02/2010;4,597.60;4,582.79;4,604.02;4,576.78;;0.32%
09/01/2010;4,582.79;4,525.01;4,585.13;4,525.01;;1.28%
08/31/2010;4,525.01;4,487.45;4,526.75;4,484.82;;0.84%
08/30/2010;4,487.45;4,480.35;4,501.02;4,476.69;;0.16%
08/27/2010;4,480.35;4,455.10;4,487.15;4,448.90;;0.57%
08/26/2010;4,455.10;4,453.20;4,485.41;4,442.30;;0.04%
08/25/2010;4,453.20;4,506.38;4,509.00;4,452.57;;-1.18%
08/24/2010;4,506.38;4,523.51;4,523.51;4,482.38;;-0.38%
08/23/2010;4,523.51;4,513.31;4,543.92;4,513.07;;0.23%
08/20/2010;4,513.31;4,522.38;4,525.16;4,504.43;;-0.20%
08/19/2010;4,522.38;4,513.66;4,522.53;4,481.17;;0.19%
08/18/2010;4,513.66;4,495.30;4,518.23;4,491.18;;0.41%
08/17/2010;4,495.30;4,464.44;4,503.83;4,464.44;;0.69%
08/16/2010;4,464.44;4,462.24;4,513.29;4,444.79;;0.05%
08/13/2010;4,462.24;4,384.46;4,464.37;4,383.10;;1.77%
08/12/2010;4,384.46;4,388.52;4,482.82;4,339.23;;-0.09%
08/11/2010;4,388.52;4,482.82;4,482.82;4,386.70;;-2.10%
08/10/2010;4,482.82;4,495.91;4,497.92;4,454.44;;-0.29%
08/09/2010;4,495.91;4,462.82;4,497.92;4,462.82;;0.74%
08/06/2010;4,462.82;4,441.34;4,464.96;4,430.63;;0.48%
08/05/2010;4,441.34;4,422.36;4,445.14;4,418.77;;0.43%
08/04/2010;4,422.36;4,399.58;4,429.60;4,399.58;;0.52%
08/03/2010;4,399.58;4,418.66;4,426.94;4,397.83;;-0.43%
08/02/2010;4,418.66;4,364.15;4,420.52;4,364.15;;1.25%
07/30/2010;4,364.15;4,357.21;4,366.84;4,336.81;;0.16%
07/29/2010;4,357.21;4,354.03;4,370.19;4,328.48;;0.07%
07/28/2010;4,354.03;4,379.08;4,383.00;4,346.87;;-0.57%
07/27/2010;4,379.08;4,366.65;4,394.45;4,360.65;;0.28%
07/26/2010;4,366.65;4,326.00;4,373.64;4,326.00;;0.94%
07/23/2010;4,326.00;4,304.00;4,330.51;4,304.00;;0.51%
07/22/2010;4,304.00;4,286.14;4,329.05;4,286.37;;0.42%
07/21/2010;4,286.14;4,241.75;4,294.35;4,241.75;;1.05%
07/20/2010;4,241.75;4,209.14;4,242.48;4,196.63;;0.77%
07/19/2010;4,209.14;4,221.61;4,231.39;4,173.31;;-0.30%
07/15/2010;4,221.61;4,213.19;4,224.13;4,187.92;;0.20%
07/14/2010;4,213.19;4,203.68;4,224.28;4,198.53;;0.23%
07/13/2010;4,203.68;4,168.13;4,206.98;4,168.13;;0.85%
07/12/2010;4,168.13;4,180.95;4,188.86;4,158.18;;-0.31%
07/09/2010;4,180.95;4,175.90;4,193.10;4,167.36;;0.12%
07/08/2010;4,175.90;4,129.39;4,175.90;4,129.39;;1.13%
07/07/2010;4,129.39;4,070.28;4,133.65;4,070.28;;1.45%
07/06/2010;4,070.28;4,032.01;4,078.47;4,032.01;;0.95%
07/05/2010;4,032.01;4,060.13;4,070.05;4,029.85;;-0.69%
07/02/2010;4,060.13;4,025.17;4,123.85;4,022.03;;0.87%
07/01/2010;4,025.17;4,065.29;4,123.85;4,022.03;;-0.99%
06/30/2010;4,065.29;4,078.72;4,123.85;4,062.54;;-0.33%
06/29/2010;4,078.72;4,123.85;4,123.85;4,064.84;;-1.09%
06/25/2010;4,123.85;4,075.27;4,134.18;4,072.90;;1.19%
06/24/2010;4,075.27;4,087.35;4,151.40;4,028.36;;-0.30%
06/23/2010;4,087.35;4,078.01;4,151.40;4,048.20;;0.23%
06/22/2010;4,078.01;4,117.00;4,151.40;4,073.10;;-0.95%
06/21/2010;4,117.00;4,121.72;4,151.40;4,106.26;;-0.11%
06/18/2010;4,121.72;4,083.30;4,125.92;3,969.23;;0.94%
06/17/2010;4,083.30;4,060.32;4,087.77;3,969.23;;0.57%
06/16/2010;4,060.32;4,035.98;4,062.02;3,969.23;;0.60%
06/15/2010;4,035.98;3,986.27;4,050.08;3,969.23;;1.25%
06/14/2010;3,986.27;3,969.23;3,996.70;3,969.23;;0.43%
06/11/2010;3,969.23;3,944.33;3,971.37;3,938.19;;0.63%
06/10/2010;3,944.33;3,903.40;3,945.68;3,911.20;;1.05%
06/09/2010;3,903.40;3,876.68;3,914.78;3,879.86;;0.69%
06/08/2010;3,876.68;3,860.66;3,883.61;3,864.80;;0.41%
06/07/2010;3,860.66;3,864.14;3,870.92;3,854.22;;-0.09%
06/04/2010;3,864.14;3,890.62;3,879.27;3,855.59;;-0.68%
06/03/2010;3,890.62;3,883.73;3,901.07;3,877.81;;0.18%
06/02/2010;3,883.73;3,836.33;3,891.40;3,833.79;;1.24%
06/01/2010;3,836.33;3,886.86;3,880.33;3,829.17;;-1.30%
05/31/2010;3,886.86;3,833.91;3,887.89;3,842.32;;1.38%
05/28/2010;3,833.91;3,812.25;3,835.24;3,799.29;;0.57%
05/27/2010;3,812.25;3,787.34;3,817.37;3,799.05;;0.66%
05/26/2010;3,787.34;3,727.84;3,797.75;3,734.41;;1.60%
05/25/2010;3,727.84;3,774.86;3,751.31;3,704.58;;-1.25%
05/24/2010;3,774.86;3,781.22;3,798.39;3,770.48;;-0.17%
05/20/2010;3,781.22;3,849.75;3,850.95;3,776.81;;-1.78%
05/19/2010;3,849.75;3,855.21;3,858.40;3,826.64;;-0.14%
05/18/2010;3,855.21;3,855.38;3,873.54;3,853.54;;0.00%
05/17/2010;3,855.38;3,839.42;3,861.39;3,814.66;;0.42%
05/14/2010;3,839.42;3,872.48;3,873.48;3,828.96;;-0.85%
05/13/2010;3,872.48;3,890.05;3,894.84;3,866.77;;-0.45%
05/12/2010;3,890.05;3,858.17;3,895.37;3,818.24;;0.83%
05/11/2010;3,858.17;3,851.00;3,866.94;3,843.68;;0.19%
05/10/2010;3,851.00;3,759.16;3,854.26;3,786.71;;2.44%
05/07/2010;3,759.16;3,779.73;3,790.10;3,736.19;;-0.54%
