"Periodo,""1.Dow Jones, EE.UU."",""2.Nasdaq, EE.UU."",""3.FTSE100, Reino Unido"",""4.Nikkei, Japón"",""5.CAC40, Francia"",""6.DAX, Alemania"",""7.KOSPI, Corea del Sur."",""8.CSI 300, China."",""9.FTSE Bursa Malaysia KLCI, Malasia."",""10.WIG, Polonia."",""11.MOEX Rusia, Rusia."",""12.Bangkok SET, Tailandia."",""13.TWSE, Taiwán, Provincia de China."",""14.BIST, Turquía."",""15.MERVAL, Argentina."",""16.IBOVESPA, Brasil."",""17.COLCAP, Colombia."",""18.S&P/BMV IPC , México."",""19.IGBVL, Perú."""
"26.Aug.2016,""18,395.40"",""5,218.92"",""6,838.05"",""16,360.71"",""4,441.87"",""10,587.77"",""2,037.50"",""3,307.09"",""1,683.09"",""47,456.36"",""1,993.35"",""1,549.41"",""9,131.72"",""771.20"",""15,764.02"",""57,716.30"",""1,373.42"",""47,369.57"",""15,220.15"""
"29.Aug.2016,""18,502.99"",""5,232.33"","""",""16,737.49"",""4,424.25"",""10,544.44"",""2,032.35"",""3,307.78"",""1,681.60"",""47,427.99"",""1,986.72"",""1,544.15"",""9,110.17"",""761.19"",""16,033.28"",""58,610.40"",""1,371.99"",""47,599.12"",""15,393.48"""
"30.Aug.2016,""18,454.30"",""5,222.99"",""6,820.79"",""16,725.36"",""4,457.49"",""10,657.64"",""2,039.74"",""3,311.99"",""1,678.06"",""47,989.59"",""1,985.69"",""1,546.13"",""9,110.56"","""",""15,872.08"",""58,575.40"",""1,373.85"",""47,650.57"","""""
"31.Aug.2016,""18,400.88"",""5,213.22"",""6,781.51"",""16,887.40"",""4,438.22"",""10,592.69"",""2,034.65"",""3,327.79"","""",""47,935.10"",""1,971.59"",""1,548.44"",""9,068.85"",""759.68"",""15,649.47"",""57,901.10"",""1,380.18"",""47,541.32"",""15,130.24"""
"01.Sep.2016,""18,419.30"",""5,227.21"",""6,745.97"",""16,926.84"",""4,439.67"",""10,534.31"",""2,032.72"",""3,301.58"",""1,670.55"",""47,221.32"",""1,976.91"",""1,539.71"",""9,001.15"",""758.53"",""15,740.92"",""58,236.30"",""1,379.41"",""47,563.34"",""15,257.00"""
"02.Sep.2016,""18,491.96"",""5,249.90"",""6,894.60"",""16,925.68"",""4,542.17"",""10,683.82"",""2,038.31"",""3,314.11"",""1,671.79"",""47,405.71"",""2,003.77"",""1,521.48"",""8,987.55"",""768.84"",""15,965.65"",""59,616.40"",""1,394.38"",""47,787.99"",""15,468.00"""
"05.Sep.2016,"""","""",""6,879.42"",""17,037.63"",""4,541.08"",""10,672.22"",""2,060.08"",""3,319.68"",""1,678.08"",""47,980.57"",""2,017.38"",""1,492.52"",""9,090.13"",""777.92"",""16,006.33"",""59,566.30"",""1,397.92"",""47,842.23"",""15,564.42"""
"06.Sep.2016,""18,538.12"",""5,275.91"",""6,826.05"",""17,081.98"",""4,529.96"",""10,687.14"",""2,066.53"",""3,342.63"",""1,689.92"",""48,081.09"",""2,039.53"",""1,496.90"",""9,181.85"",""779.95"",""16,276.29"",""60,129.40"",""1,402.83"",""47,626.98"",""15,688.49"""
"07.Sep.2016,""18,526.14"",""5,283.93"",""6,846.58"",""17,012.44"",""4,557.66"",""10,752.98"",""2,061.88"",""3,340.82"",""1,689.57"",""48,478.28"",""2,053.75"",""1,487.20"",""9,259.07"",""776.43"",""16,315.51"","""",""1,417.57"",""47,398.70"",""15,738.30"""
"08.Sep.2016,""18,479.91"",""5,259.48"",""6,858.70"",""16,958.77"",""4,542.20"",""10,675.29"",""2,063.73"",""3,339.56"",""1,691.38"",""48,129.15"",""2,050.77"",""1,455.38"",""9,262.89"",""778.43"",""16,457.90"",""60,231.70"",""1,416.16"",""47,416.97"",""15,715.29"""
"09.Sep.2016,""18,085.45"",""5,125.91"",""6,776.95"",""16,965.76"",""4,491.40"",""10,573.44"",""2,037.87"",""3,318.04"",""1,686.44"",""47,326.14"",""2,028.25"",""1,445.28"",""9,164.88"",""770.54"",""15,975.57"",""57,999.70"",""1,397.90"",""46,459.17"",""15,482.85"""
"12.Sep.2016,""18,325.07"",""5,211.89"",""6,700.90"",""16,672.92"",""4,439.80"",""10,431.77"",""1,991.48"",""3,262.60"","""",""46,756.18"",""2,019.90"",""1,411.85"",""8,947.06"","""",""16,058.32"",""58,586.10"",""1,386.73"",""46,720.96"",""15,524.82"""
"13.Sep.2016,""18,066.75"",""5,155.26"",""6,665.63"",""16,729.04"",""4,387.18"",""10,386.60"",""1,999.36"",""3,260.33"",""1,677.18"",""46,797.85"",""2,004.50"",""1,446.84"",""8,940.83"","""",""15,520.58"",""56,820.80"",""1,367.18"",""46,154.20"",""15,297.23"""
"14.Sep.2016,""18,034.77"",""5,173.77"",""6,673.31"",""16,614.24"",""4,370.26"",""10,378.40"","""",""3,238.73"",""1,661.39"",""46,988.55"",""2,004.48"",""1,458.19"",""8,902.30"","""",""15,546.36"",""57,059.50"",""1,373.22"",""45,767.57"",""15,301.94"""
"15.Sep.2016,""18,212.48"",""5,249.69"",""6,730.30"",""16,405.01"",""4,373.22"",""10,431.20"","""","""",""1,652.99"",""47,198.39"",""1,996.58"",""1,463.39"","""","""",""15,851.53"",""57,909.50"",""1,373.44"",""45,922.91"",""15,312.28"""
"16.Sep.2016,""18,123.80"",""5,244.57"",""6,710.28"",""16,519.29"",""4,332.45"",""10,276.17"","""","""","""",""47,166.67"",""1,981.96"",""1,479.07"","""",""760.20"",""15,828.16"",""57,079.80"",""1,354.63"","""",""15,135.80"""
"19.Sep.2016,""18,120.17"",""5,235.03"",""6,813.55"","""",""4,394.19"",""10,373.87"",""2,015.78"",""3,263.12"",""1,651.71"",""47,405.08"",""1,986.97"",""1,492.73"",""9,152.88"",""776.71"",""15,990.69"",""57,350.40"",""1,354.67"",""45,871.04"",""15,201.77"""
"20.Sep.2016,""18,129.96"",""5,241.35"",""6,830.79"",""16,492.15"",""4,388.60"",""10,393.86"",""2,025.71"",""3,257.40"",""1,655.78"",""47,528.84"",""1,991.78"",""1,473.78"",""9,161.58"",""773.13"",""16,012.84"",""57,736.50"",""1,341.36"",""46,341.33"",""15,241.21"""
"21.Sep.2016,""18,293.70"",""5,295.18"",""6,834.77"",""16,807.62"",""4,409.55"",""10,436.49"",""2,035.99"",""3,266.64"",""1,658.73"",""47,625.23"",""1,997.67"",""1,487.17"",""9,228.50"",""779.16"",""16,292.48"",""58,393.90"",""1,341.29"",""46,929.19"",""15,373.88"""
"22.Sep.2016,""18,392.46"",""5,339.52"",""6,911.40"","""",""4,509.82"",""10,674.18"",""2,049.70"",""3,291.12"",""1,669.66"",""48,154.88"",""2,025.30"",""1,505.99"",""9,235.26"",""797.96"",""16,643.05"",""58,994.20"",""1,358.03"",""47,975.05"",""15,456.30"""
"23.Sep.2016,""18,261.45"",""5,305.75"",""6,909.43"",""16,754.02"",""4,488.69"",""10,626.97"",""2,054.07"",""3,275.67"",""1,670.99"",""47,865.78"",""2,011.83"",""1,492.88"",""9,284.62"",""797.56"",""16,441.71"",""58,697.00"",""1,351.60"",""47,778.48"",""15,324.63"""
"26.Sep.2016,""18,094.83"",""5,257.49"",""6,818.04"",""16,544.56"",""4,407.85"",""10,393.71"",""2,047.11"",""3,220.28"",""1,669.50"",""47,448.10"",""1,997.94"",""1,490.14"",""9,194.52"",""767.26"",""16,356.44"",""58,053.50"",""1,346.67"",""47,252.54"",""15,208.51"""
"27.Sep.2016,""18,228.30"",""5,305.71"",""6,807.67"",""16,683.93"",""4,398.68"",""10,361.48"",""2,062.82"",""3,240.75"",""1,664.72"",""47,278.65"",""1,975.52"",""1,489.39"","""",""771.61"",""16,348.50"",""58,382.50"",""1,333.85"",""47,731.84"",""15,074.80"""
"28.Sep.2016,""18,339.24"",""5,318.55"",""6,849.38"",""16,465.40"",""4,432.45"",""10,438.34"",""2,053.06"",""3,230.89"",""1,664.96"",""47,317.71"",""1,980.68"",""1,479.58"","""",""776.78"",""16,755.17"",""59,355.80"",""1,354.98"",""48,046.56"",""15,222.98"""
"29.Sep.2016,""18,143.45"",""5,269.15"",""6,919.42"",""16,693.71"",""4,443.84"",""10,405.54"",""2,068.72"",""3,244.39"",""1,669.64"",""47,494.62"",""1,996.12"",""1,491.43"",""9,270.90"",""770.77"",""16,743.43"",""58,350.60"",""1,345.00"",""47,672.07"",""15,277.78"""
"30.Sep.2016,""18,308.15"",""5,312.00"",""6,899.33"",""16,449.84"",""4,448.26"",""10,511.02"",""2,043.63"",""3,253.28"",""1,652.55"",""47,084.94"",""1,978.00"",""1,483.21"",""9,166.85"",""764.88"",""16,675.68"",""58,367.00"",""1,338.83"",""47,245.80"",""15,296.98"""
"03.Oct.2016,""18,253.85"",""5,300.87"",""6,983.52"",""16,598.67"",""4,453.56"","""","""","""","""",""47,399.32"",""1,986.80"",""1,490.94"",""9,234.20"",""772.25"",""16,846.88"",""59,461.20"",""1,330.57"",""47,601.93"",""15,246.65"""
"04.Oct.2016,""18,168.45"",""5,289.66"",""7,074.34"",""16,735.65"",""4,503.09"",""10,619.61"",""2,054.86"","""",""1,661.25"",""47,900.66"",""1,985.02"",""1,509.78"",""9,287.77"",""770.58"",""16,873.83"",""59,339.20"",""1,335.10"",""47,909.27"",""15,072.04"""
"05.Oct.2016,""18,281.03"",""5,316.02"",""7,033.25"",""16,819.24"",""4,489.95"",""10,585.78"",""2,053.00"","""",""1,662.92"",""48,017.65"",""1,975.85"",""1,509.92"",""9,272.28"",""778.54"",""17,070.65"",""60,254.30"",""1,341.33"",""48,141.42"",""15,071.07"""
"06.Oct.2016,""18,268.50"",""5,306.85"",""6,999.96"",""16,899.10"",""4,480.10"",""10,568.80"",""2,065.30"","""",""1,666.73"",""48,014.44"",""1,983.88"",""1,513.86"",""9,284.31"",""778.95"",""17,143.32"",""60,644.20"",""1,343.44"",""47,944.77"",""15,005.13"""
"07.Oct.2016,""18,240.49"",""5,292.41"",""7,044.39"",""16,860.09"",""4,449.91"",""10,490.86"",""2,053.80"","""",""1,665.38"",""47,762.81"",""1,980.02"",""1,504.34"",""9,265.81"",""779.76"",""17,136.22"",""61,109.00"",""1,348.20"",""47,596.60"",""15,060.60"""
"10.Oct.2016,""18,329.04"",""5,328.67"",""7,097.50"","""",""4,497.26"",""10,624.08"",""2,056.82"",""3,293.87"",""1,665.32"",""48,027.79"",""2,001.10"",""1,457.02"","""",""778.35"","""",""61,668.30"",""1,350.33"",""48,264.96"",""15,068.89"""
"11.Oct.2016,""18,128.66"",""5,246.79"",""7,070.88"",""17,024.76"",""4,471.74"",""10,577.16"",""2,031.93"",""3,306.56"",""1,668.72"",""47,912.93"",""2,001.42"",""1,442.21"",""9,219.82"",""776.44"",""17,159.16"",""61,021.80"",""1,358.07"",""48,014.40"",""15,007.17"""
"12.Oct.2016,""18,144.20"",""5,239.02"",""7,024.01"",""16,840.00"",""4,452.24"",""10,523.07"",""2,033.73"",""3,300.01"",""1,667.03"",""47,924.95"",""1,993.35"",""1,406.18"",""9,252.60"",""774.61"",""17,207.90"","""",""1,354.61"",""47,915.12"",""15,066.18"""
"13.Oct.2016,""18,098.94"",""5,213.33"",""6,977.74"",""16,774.24"",""4,405.17"",""10,414.07"",""2,015.44"",""3,302.65"",""1,665.02"",""47,303.15"",""1,976.37"",""1,412.82"",""9,219.17"",""768.10"",""17,234.81"",""61,118.60"",""1,354.40"",""47,741.54"",""14,986.09"""
"14.Oct.2016,""18,138.38"",""5,214.16"",""7,013.55"",""16,856.37"",""4,470.92"",""10,580.38"",""2,022.66"",""3,305.85"",""1,658.97"",""47,285.64"",""1,966.39"",""1,477.61"",""9,165.17"",""775.54"",""17,414.89"",""61,767.20"",""1,346.07"",""47,701.45"",""15,012.58"""
"17.Oct.2016,""18,086.40"",""5,199.82"",""6,947.55"",""16,900.12"",""4,450.23"",""10,503.57"",""2,027.61"",""3,277.88"",""1,653.71"",""47,264.17"",""1,956.95"",""1,477.34"",""9,176.22"",""774.38"",""17,664.00"",""62,696.10"","""",""47,657.33"",""14,993.82"""
"18.Oct.2016,""18,161.94"",""5,243.84"",""7,000.06"",""16,963.61"",""4,508.91"",""10,631.55"",""2,040.43"",""3,321.33"",""1,667.57"",""47,436.67"",""1,969.11"",""1,477.54"",""9,222.58"",""783.40"",""17,847.63"",""63,782.20"",""1,355.72"",""48,106.12"",""15,175.15"""
"19.Oct.2016,""18,202.62"",""5,246.41"",""7,021.92"",""16,998.91"",""4,520.30"",""10,645.68"",""2,040.94"",""3,316.24"",""1,668.27"",""47,876.12"",""1,967.50"",""1,486.28"",""9,283.99"",""792.10"",""18,125.39"",""63,505.60"",""1,364.02"",""48,492.61"",""15,294.99"""
"20.Oct.2016,""18,162.35"",""5,241.83"",""7,026.90"",""17,235.50"",""4,540.12"",""10,701.39"",""2,040.60"",""3,318.60"",""1,667.18"",""47,894.17"",""1,957.09"",""1,492.73"",""9,317.24"",""792.52"",""18,147.31"",""63,837.90"",""1,361.15"",""48,274.25"",""15,311.19"""
"21.Oct.2016,""18,145.71"",""5,257.40"",""7,020.47"",""17,184.59"",""4,536.07"",""10,710.73"",""2,033.00"",""3,327.74"",""1,669.98"",""47,931.14"",""1,957.70"",""1,500.37"",""9,306.57"",""788.44"",""18,257.28"",""64,108.10"",""1,362.97"",""48,418.40"",""15,243.71"""
"24.Oct.2016,""18,223.03"",""5,309.83"",""6,986.40"",""17,234.42"",""4,552.58"",""10,761.17"",""2,047.74"",""3,367.58"",""1,677.76"",""48,508.91"",""1,962.79"","""",""9,322.50"",""799.33"",""18,390.65"",""64,059.90"",""1,359.20"",""48,431.25"",""15,181.70"""
"25.Oct.2016,""18,169.27"",""5,283.40"",""7,017.64"",""17,365.25"",""4,540.84"",""10,757.31"",""2,037.17"",""3,367.45"",""1,677.43"",""48,459.91"",""1,977.19"",""1,506.47"",""9,385.65"",""794.33"",""18,409.07"",""63,866.20"",""1,356.98"",""48,093.53"",""15,247.57"""
"26.Oct.2016,""18,199.33"",""5,250.27"",""6,958.09"",""17,391.84"",""4,534.59"",""10,709.68"",""2,013.89"",""3,354.80"",""1,673.92"",""48,381.29"",""1,974.81"",""1,492.12"",""9,362.25"",""793.98"",""18,187.58"",""63,825.70"",""1,357.49"",""47,805.44"",""15,256.83"""
"27.Oct.2016,""18,169.68"",""5,215.98"",""6,986.57"",""17,336.42"",""4,533.57"",""10,717.08"",""2,024.12"",""3,345.70"",""1,669.03"",""48,651.28"",""1,979.80"",""1,498.36"",""9,299.55"",""787.39"",""18,065.61"",""64,249.50"",""1,359.70"",""48,114.67"",""15,186.14"""
"28.Oct.2016,""18,161.19"",""5,190.10"",""6,996.26"",""17,446.41"",""4,548.58"",""10,696.19"",""2,019.42"",""3,340.13"",""1,670.27"",""49,070.85"",""1,981.76"",""1,494.44"",""9,306.92"",""783.33"",""17,869.06"",""64,307.60"",""1,360.96"",""48,007.20"",""15,100.86"""
"31.Oct.2016,""18,142.42"",""5,189.14"",""6,954.22"",""17,425.02"",""4,509.26"",""10,665.01"",""2,008.19"",""3,336.28"",""1,672.46"",""49,158.80"",""1,989.64"",""1,495.72"",""9,290.12"",""785.36"",""17,610.13"",""64,924.50"",""1,365.53"",""48,009.28"",""15,171.04"""
"01.Nov.2016,""18,037.10"",""5,153.58"",""6,917.14"",""17,442.40"",""4,470.28"",""10,526.16"",""2,007.39"",""3,359.05"",""1,670.93"","""",""1,996.87"",""1,504.52"",""9,272.70"",""774.29"",""17,107.63"",""63,326.40"",""1,370.75"",""47,303.31"","""""
"02.Nov.2016,""17,959.64"",""5,105.57"",""6,845.42"",""17,134.68"",""4,414.67"",""10,370.93"",""1,978.94"",""3,333.35"",""1,659.60"",""47,899.10"",""1,968.77"",""1,498.65"",""9,139.04"",""771.72"",""16,807.36"","""",""1,368.45"","""",""15,055.61"""
"03.Nov.2016,""17,930.67"",""5,058.41"",""6,790.51"","""",""4,411.68"",""10,325.88"",""1,983.80"",""3,365.09"",""1,648.08"",""47,899.61"",""1,962.71"",""1,493.08"",""9,067.27"",""766.81"",""16,706.08"",""61,750.20"",""1,356.01"",""46,683.80"",""15,002.94"""
"04.Nov.2016,""17,888.28"",""5,046.37"",""6,693.26"",""16,905.36"",""4,377.46"",""10,259.13"",""1,982.02"",""3,354.17"",""1,648.24"",""47,610.85"","""",""1,485.70"",""9,068.15"",""742.67"",""16,754.93"",""61,598.40"",""1,345.66"",""46,694.81"",""15,163.60"""
"07.Nov.2016,""18,259.60"",""5,166.17"",""6,806.90"",""17,177.21"",""4,461.21"",""10,456.95"",""1,997.58"",""3,356.59"",""1,650.59"",""47,716.02"",""1,952.69"",""1,502.27"",""9,189.84"",""756.82"",""17,257.56"",""64,051.70"","""",""48,050.25"",""15,409.85"""
"08.Nov.2016,""18,332.74"",""5,193.49"",""6,843.13"",""17,171.38"",""4,476.89"",""10,482.32"",""2,003.38"",""3,371.12"",""1,663.82"",""48,127.63"",""1,967.93"",""1,509.84"",""9,217.43"",""763.68"",""17,138.39"",""64,157.70"",""1,354.91"",""48,470.99"",""15,336.17"""
"09.Nov.2016,""18,589.69"",""5,251.07"",""6,911.84"",""16,251.54"",""4,543.48"",""10,646.01"",""1,958.38"",""3,353.05"",""1,647.62"",""48,214.73"",""2,011.58"",""1,509.43"",""8,943.20"",""762.09"",""17,024.89"",""63,258.30"",""1,354.68"",""47,390.66"",""15,440.18"""
"10.Nov.2016,""18,807.88"",""5,208.80"",""6,827.98"",""17,344.42"",""4,530.95"",""10,630.12"",""2,002.60"",""3,390.61"",""1,652.74"",""48,447.59"",""2,044.03"",""1,514.26"",""9,152.18"",""763.60"",""16,230.73"",""61,201.00"",""1,319.51"",""45,224.38"",""15,784.29"""
"11.Nov.2016,""18,847.66"",""5,237.11"",""6,730.43"",""17,374.79"",""4,489.27"",""10,667.95"",""1,984.43"",""3,417.22"",""1,634.19"","""",""2,031.92"",""1,494.53"",""8,957.76"",""751.74"",""15,659.74"",""59,183.50"",""1,299.03"",""44,978.25"",""15,516.45"""
"14.Nov.2016,""18,868.69"",""5,218.40"",""6,753.18"",""17,672.62"",""4,508.55"",""10,693.69"",""1,974.40"",""3,430.25"",""1,616.64"",""47,539.85"",""2,021.99"",""1,469.23"",""8,940.40"",""744.19"",""15,693.73"",""59,657.50"","""",""45,306.48"",""15,477.29"""
"15.Nov.2016,""18,923.06"",""5,275.62"",""6,792.74"",""17,668.15"",""4,536.53"",""10,735.14"",""1,967.53"",""3,429.87"",""1,630.56"",""47,579.82"",""2,017.06"",""1,476.46"",""8,931.03"",""751.51"",""16,478.38"","""",""1,297.07"",""45,023.65"",""15,361.26"""
"16.Nov.2016,""18,868.14"",""5,294.58"",""6,749.72"",""17,862.21"",""4,501.14"",""10,663.87"",""1,979.65"",""3,429.59"",""1,627.63"",""47,634.64"",""2,028.92"",""1,474.64"",""8,962.22"",""747.59"",""16,520.85"",""60,759.30"",""1,300.09"",""44,901.57"",""15,261.10"""
"17.Nov.2016,""18,903.82"",""5,333.97"",""6,794.71"",""17,862.63"",""4,527.77"",""10,685.54"",""1,980.55"",""3,436.54"",""1,626.77"",""47,274.21"",""2,042.76"",""1,473.85"",""8,995.26"",""751.36"",""16,471.68"",""59,770.50"",""1,305.81"",""44,919.69"","""""
"18.Nov.2016,""18,867.93"",""5,321.51"",""6,775.77"",""17,967.41"",""4,504.35"",""10,664.56"",""1,974.58"",""3,417.46"",""1,623.80"",""46,910.91"",""2,038.29"",""1,473.86"",""9,008.79"",""756.39"",""16,385.12"",""59,961.80"",""1,307.44"",""44,364.17"","""""
"21.Nov.2016,""18,956.69"",""5,368.86"",""6,777.96"",""18,106.02"",""4,529.58"",""10,685.13"",""1,966.05"",""3,441.11"",""1,627.28"",""47,512.34"",""2,058.77"",""1,478.30"",""9,041.11"",""755.44"",""16,844.29"",""61,070.30"",""1,312.87"","""",""15,196.72"""
"22.Nov.2016,""19,023.87"",""5,386.35"",""6,819.72"",""18,162.94"",""4,548.35"",""10,713.85"",""1,983.47"",""3,468.36"",""1,629.32"",""48,030.14"",""2,066.18"",""1,485.68"",""9,133.39"",""758.12"",""17,306.81"",""61,954.50"",""1,307.21"",""44,868.77"",""15,246.79"""
"23.Nov.2016,""19,083.18"",""5,380.68"",""6,817.71"","""",""4,529.21"",""10,662.44"",""1,987.95"",""3,474.73"",""1,630.38"",""48,540.67"",""2,085.75"",""1,496.36"",""9,178.23"",""750.37"",""17,366.45"",""61,985.90"",""1,308.87"",""45,184.08"",""15,266.06"""
"24.Nov.2016,"""","""",""6,829.20"",""18,333.41"",""4,542.56"",""10,689.26"",""1,971.26"",""3,488.74"",""1,624.21"",""48,824.83"",""2,102.97"",""1,490.11"",""9,152.11"",""741.93"",""17,385.18"",""61,395.50"",""1,308.94"",""45,265.90"",""15,307.43"""
"25.Nov.2016,""19,152.14"",""5,398.92"",""6,840.75"",""18,381.22"",""4,550.27"",""10,699.27"",""1,974.46"",""3,521.30"",""1,627.26"",""48,579.08"",""2,098.15"",""1,500.40"",""9,159.07"",""743.63"",""17,168.64"",""61,559.10"",""1,295.67"",""45,357.85"",""15,390.60"""
"28.Nov.2016,""19,097.90"",""5,368.81"",""6,799.47"",""18,356.89"",""4,510.39"",""10,582.67"",""1,978.13"",""3,535.08"",""1,628.66"",""48,231.47"",""2,094.65"",""1,500.78"",""9,222.24"",""749.90"","""",""62,855.50"",""1,289.97"",""45,470.61"",""15,396.94"""
"29.Nov.2016,""19,121.60"",""5,379.92"",""6,772.00"",""18,307.04"",""4,551.46"",""10,620.49"",""1,978.39"",""3,564.04"",""1,626.93"",""48,199.38"",""2,086.84"",""1,497.18"",""9,192.38"",""742.05"",""17,042.18"",""60,986.50"",""1,271.11"",""45,372.19"",""15,303.28"""
"30.Nov.2016,""19,123.58"",""5,323.68"",""6,783.79"",""18,308.48"",""4,578.34"",""10,640.30"",""1,983.48"",""3,538.00"",""1,619.12"",""48,618.64"",""2,104.91"",""1,510.24"",""9,240.71"",""739.95"",""17,442.40"",""61,906.40"",""1,286.07"",""45,315.96"",""15,414.97"""
"01.Dec.2016,""19,191.93"",""5,251.11"",""6,752.93"",""18,513.12"",""4,560.61"",""10,534.05"",""1,983.75"",""3,565.04"",""1,626.44"",""48,404.21"",""2,121.87"",""1,512.38"",""9,263.53"",""725.20"",""17,041.98"",""59,506.50"",""1,297.33"",""44,884.86"",""15,545.97"""
"02.Dec.2016,""19,170.42"",""5,255.65"",""6,730.72"",""18,426.08"",""4,528.82"",""10,513.35"",""1,970.61"",""3,528.95"",""1,628.96"",""48,474.03"",""2,128.99"",""1,501.66"",""9,189.49"",""733.91"",""16,947.76"",""60,316.10"",""1,306.56"",""44,555.26"",""15,484.85"""
"05.Dec.2016,""19,216.24"",""5,308.89"",""6,746.83"",""18,274.99"",""4,574.32"",""10,684.83"",""1,963.36"",""3,469.41"",""1,624.97"",""49,647.48"",""2,158.33"","""",""9,160.66"",""736.00"",""16,999.02"",""59,831.70"",""1,314.74"",""44,937.30"",""15,601.24"""
"06.Dec.2016,""19,251.78"",""5,333.00"",""6,779.84"",""18,360.54"",""4,631.94"",""10,775.32"",""1,989.86"",""3,459.15"",""1,629.73"",""50,269.70"",""2,152.35"",""1,516.48"",""9,250.77"",""754.33"",""17,235.21"",""61,088.20"",""1,316.82"",""45,103.22"",""15,591.84"""
"07.Dec.2016,""19,549.62"",""5,393.76"",""6,902.23"",""18,496.69"",""4,694.72"",""10,986.69"",""1,991.89"",""3,475.75"",""1,632.47"",""50,380.35"",""2,160.51"",""1,520.53"",""9,263.89"",""760.31"",""17,196.77"",""61,414.40"",""1,314.38"",""45,609.90"",""15,633.28"""
"08.Dec.2016,""19,614.81"",""5,417.36"",""6,931.55"",""18,765.47"",""4,735.48"",""11,179.42"",""2,031.07"",""3,470.14"",""1,643.75"",""51,123.43"",""2,207.02"",""1,525.41"",""9,375.86"",""759.29"","""",""60,676.60"","""",""46,360.23"","""""
"09.Dec.2016,""19,756.85"",""5,444.50"",""6,954.21"",""18,996.37"",""4,764.07"",""11,203.63"",""2,024.69"",""3,493.70"",""1,641.42"",""50,693.75"",""2,208.53"",""1,526.32"",""9,392.68"",""757.27"","""",""60,500.60"",""1,324.80"",""46,913.47"",""15,612.94"""
"12.Dec.2016,""19,796.43"",""5,412.54"",""6,890.42"",""19,155.03"",""4,760.77"",""11,190.21"",""2,027.24"",""3,409.18"","""",""50,411.42"",""2,226.89"","""",""9,349.94"",""762.40"",""17,157.49"",""59,178.60"",""1,323.19"","""",""15,484.55"""
"13.Dec.2016,""19,911.21"",""5,463.83"",""6,968.57"",""19,250.52"",""4,803.87"",""11,284.65"",""2,035.98"",""3,405.04"",""1,645.28"",""51,139.37"",""2,247.02"",""1,530.21"",""9,382.14"",""769.95"",""17,197.47"",""59,280.60"",""1,335.46"",""46,870.24"",""15,434.23"""
"14.Dec.2016,""19,792.53"",""5,436.67"",""6,949.19"",""19,253.61"",""4,769.24"",""11,244.84"",""2,036.87"",""3,378.95"",""1,643.29"",""51,357.80"",""2,229.05"",""1,521.25"",""9,368.52"",""768.81"",""16,918.41"",""58,212.10"",""1,325.78"",""46,220.54"",""15,433.68"""
"15.Dec.2016,""19,852.24"",""5,456.85"",""6,999.01"",""19,273.79"",""4,819.23"",""11,366.40"",""2,036.65"",""3,340.43"",""1,636.99"",""50,881.35"",""2,237.23"",""1,519.65"",""9,360.35"",""776.79"",""16,738.59"",""58,396.20"",""1,339.89"",""45,871.96"",""15,384.98"""
"16.Dec.2016,""19,843.41"",""5,437.16"",""7,011.64"",""19,401.15"",""4,833.27"",""11,404.01"",""2,042.24"",""3,346.03"",""1,637.79"",""51,115.26"",""2,231.41"",""1,522.51"",""9,326.78"",""775.90"",""16,563.50"",""58,389.00"",""1,341.58"",""45,121.39"",""15,404.72"""
"19.Dec.2016,""19,883.06"",""5,457.44"",""7,017.16"",""19,391.60"",""4,822.77"",""11,426.70"",""2,038.39"",""3,328.98"",""1,634.30"",""51,129.31"",""2,215.69"",""1,522.40"",""9,239.32"",""771.58"",""15,996.13"",""57,111.00"",""1,340.08"",""44,895.29"",""15,360.01"""
"20.Dec.2016,""19,974.62"",""5,483.94"",""7,043.96"",""19,494.53"",""4,849.89"",""11,464.74"",""2,041.94"",""3,309.06"",""1,634.52"",""51,485.36"",""2,226.36"",""1,511.65"",""9,242.41"",""778.08"",""16,064.06"",""57,582.90"",""1,345.87"",""44,930.27"",""15,438.79"""
"21.Dec.2016,""19,941.96"",""5,471.43"",""7,041.42"",""19,444.49"",""4,833.82"",""11,468.64"",""2,037.96"",""3,338.54"",""1,629.59"",""51,223.85"",""2,212.33"",""1,508.57"",""9,204.26"",""776.19"",""16,587.29"",""57,646.50"",""1,342.25"",""44,983.03"",""15,577.99"""
"22.Dec.2016,""19,918.88"",""5,447.42"",""7,063.68"",""19,427.67"",""4,834.63"",""11,456.10"",""2,035.73"",""3,335.67"",""1,623.20"",""51,423.71"",""2,174.64"",""1,504.12"",""9,118.75"",""774.05"",""16,378.45"",""57,255.20"",""1,340.06"",""45,008.08"",""15,535.01"""
